reading uai file ../../../data//deer_rescaled_0034.K20.F100.model.uai
done reading uai file
normalizing #tables=1830
prob.avg_domain_size=21
prob.N=1
param.rho=1
param.eta=1
@0: T=60, n=781830, nf=0, m=0, me=74400
iter=0, #inner=1, relaxed-p-obj=nan, decoded_t=8115.652, best_decoded=8115.652, eta=1, p_inf=2.1e+02, d_inf=2e+03, gap=nan, nnz=144081(0.22), time=0.51
iter=97995, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0004, d_inf=2.2e-05, gap=nan, nnz=33436(0.068), time=1.7e+04
iter=98000, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0004, d_inf=1.9e-05, gap=nan, nnz=33443(0.068), time=1.7e+04
iter=98005, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0004, d_inf=2.4e-05, gap=nan, nnz=33380(0.068), time=1.7e+04
iter=98010, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0004, d_inf=2.6e-05, gap=nan, nnz=33320(0.067), time=1.7e+04
iter=98015, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0004, d_inf=3.2e-05, gap=nan, nnz=33321(0.067), time=1.7e+04
iter=98020, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0004, d_inf=2.6e-05, gap=nan, nnz=33292(0.067), time=1.7e+04
iter=98025, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0004, d_inf=2.9e-05, gap=nan, nnz=33247(0.067), time=1.7e+04
iter=98030, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0004, d_inf=3e-05, gap=nan, nnz=33234(0.067), time=1.7e+04
iter=98035, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0004, d_inf=3.7e-05, gap=nan, nnz=33204(0.067), time=1.7e+04
iter=98040, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0004, d_inf=3.7e-05, gap=nan, nnz=33208(0.067), time=1.7e+04
iter=98045, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0004, d_inf=3.7e-05, gap=nan, nnz=33191(0.067), time=1.7e+04
iter=98050, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0004, d_inf=4.2e-05, gap=nan, nnz=33168(0.067), time=1.7e+04
iter=98055, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0004, d_inf=4.6e-05, gap=nan, nnz=33131(0.067), time=1.7e+04
iter=98060, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0004, d_inf=4.6e-05, gap=nan, nnz=33166(0.067), time=1.7e+04
iter=98065, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0004, d_inf=4.5e-05, gap=nan, nnz=33133(0.067), time=1.7e+04
iter=98070, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0004, d_inf=4e-05, gap=nan, nnz=33130(0.067), time=1.7e+04
iter=98075, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0004, d_inf=4.1e-05, gap=nan, nnz=33151(0.067), time=1.7e+04
iter=98080, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0004, d_inf=3.3e-05, gap=nan, nnz=33167(0.067), time=1.7e+04
iter=98085, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0004, d_inf=3.4e-05, gap=nan, nnz=33192(0.067), time=1.7e+04
iter=98090, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0004, d_inf=4.1e-05, gap=nan, nnz=33209(0.067), time=1.7e+04
iter=98095, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0004, d_inf=3.8e-05, gap=nan, nnz=33226(0.067), time=1.7e+04
iter=98100, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0004, d_inf=4.3e-05, gap=nan, nnz=33266(0.067), time=1.7e+04
iter=98105, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0004, d_inf=2.6e-05, gap=nan, nnz=33266(0.067), time=1.7e+04
iter=98110, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0004, d_inf=2.7e-05, gap=nan, nnz=33332(0.067), time=1.7e+04
iter=98115, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0004, d_inf=2.6e-05, gap=nan, nnz=33341(0.067), time=1.7e+04
iter=98120, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0004, d_inf=2.2e-05, gap=nan, nnz=33398(0.068), time=1.7e+04
iter=98125, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0004, d_inf=2.1e-05, gap=nan, nnz=33422(0.068), time=1.7e+04
iter=98130, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0004, d_inf=1.5e-05, gap=nan, nnz=33449(0.068), time=1.7e+04
iter=98135, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0004, d_inf=2e-05, gap=nan, nnz=33489(0.068), time=1.7e+04
iter=98140, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0004, d_inf=1.4e-05, gap=nan, nnz=33494(0.068), time=1.7e+04
iter=98145, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0004, d_inf=1.2e-05, gap=nan, nnz=33508(0.068), time=1.7e+04
iter=98150, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0004, d_inf=1.2e-05, gap=nan, nnz=33484(0.068), time=1.7e+04
iter=98155, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0004, d_inf=1.6e-05, gap=nan, nnz=33475(0.068), time=1.7e+04
iter=98160, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0004, d_inf=1.8e-05, gap=nan, nnz=33457(0.068), time=1.7e+04
iter=98165, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0004, d_inf=2.3e-05, gap=nan, nnz=33403(0.068), time=1.7e+04
iter=98170, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0004, d_inf=3e-05, gap=nan, nnz=33377(0.068), time=1.7e+04
iter=98175, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0004, d_inf=2.2e-05, gap=nan, nnz=33342(0.067), time=1.7e+04
iter=98180, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0004, d_inf=2.2e-05, gap=nan, nnz=33331(0.067), time=1.7e+04
iter=98185, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0004, d_inf=2.5e-05, gap=nan, nnz=33285(0.067), time=1.7e+04
iter=98190, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0004, d_inf=3e-05, gap=nan, nnz=33285(0.067), time=1.7e+04
iter=98195, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0004, d_inf=3.3e-05, gap=nan, nnz=33251(0.067), time=1.7e+04
iter=98200, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0004, d_inf=4.8e-05, gap=nan, nnz=33253(0.067), time=1.7e+04
iter=98205, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0004, d_inf=4.4e-05, gap=nan, nnz=33221(0.067), time=1.7e+04
iter=98210, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0004, d_inf=2.7e-05, gap=nan, nnz=33222(0.067), time=1.7e+04
iter=98215, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0004, d_inf=5.3e-05, gap=nan, nnz=33224(0.067), time=1.7e+04
iter=98220, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0004, d_inf=4.6e-05, gap=nan, nnz=33241(0.067), time=1.7e+04
iter=98225, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0004, d_inf=3e-05, gap=nan, nnz=33206(0.067), time=1.7e+04
iter=98230, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0004, d_inf=6.7e-05, gap=nan, nnz=33228(0.067), time=1.7e+04
iter=98235, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0004, d_inf=3.2e-05, gap=nan, nnz=33232(0.067), time=1.7e+04
iter=98240, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0004, d_inf=5.1e-05, gap=nan, nnz=33231(0.067), time=1.7e+04
iter=98245, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0004, d_inf=3.5e-05, gap=nan, nnz=33231(0.067), time=1.7e+04
iter=98250, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0004, d_inf=3.1e-05, gap=nan, nnz=33281(0.067), time=1.7e+04
iter=98255, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0004, d_inf=5e-05, gap=nan, nnz=33310(0.067), time=1.7e+04
iter=98260, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00039, d_inf=2.3e-05, gap=nan, nnz=33354(0.067), time=1.7e+04
iter=98265, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00039, d_inf=3e-05, gap=nan, nnz=33383(0.068), time=1.7e+04
iter=98270, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00039, d_inf=2.3e-05, gap=nan, nnz=33405(0.068), time=1.7e+04
iter=98275, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00039, d_inf=2.4e-05, gap=nan, nnz=33436(0.068), time=1.7e+04
iter=98280, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00039, d_inf=2.3e-05, gap=nan, nnz=33483(0.068), time=1.7e+04
iter=98285, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00039, d_inf=1.6e-05, gap=nan, nnz=33484(0.068), time=1.7e+04
iter=98290, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00039, d_inf=1.6e-05, gap=nan, nnz=33484(0.068), time=1.7e+04
iter=98295, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00039, d_inf=2.2e-05, gap=nan, nnz=33498(0.068), time=1.7e+04
iter=98300, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00039, d_inf=1.8e-05, gap=nan, nnz=33498(0.068), time=1.7e+04
iter=98305, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00039, d_inf=2.2e-05, gap=nan, nnz=33471(0.068), time=1.7e+04
iter=98310, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00039, d_inf=3.3e-05, gap=nan, nnz=33433(0.068), time=1.7e+04
iter=98315, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00039, d_inf=3.3e-05, gap=nan, nnz=33412(0.068), time=1.7e+04
iter=98320, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00039, d_inf=2.7e-05, gap=nan, nnz=33397(0.068), time=1.7e+04
iter=98325, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00039, d_inf=3.1e-05, gap=nan, nnz=33383(0.068), time=1.7e+04
iter=98330, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00039, d_inf=2.8e-05, gap=nan, nnz=33381(0.068), time=1.7e+04
iter=98335, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00039, d_inf=2.9e-05, gap=nan, nnz=33356(0.068), time=1.7e+04
iter=98340, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00039, d_inf=3.6e-05, gap=nan, nnz=33353(0.068), time=1.7e+04
iter=98345, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00039, d_inf=3.6e-05, gap=nan, nnz=33336(0.067), time=1.7e+04
iter=98350, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00039, d_inf=3.8e-05, gap=nan, nnz=33307(0.067), time=1.7e+04
iter=98355, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00039, d_inf=3.4e-05, gap=nan, nnz=33291(0.067), time=1.7e+04
iter=98360, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0004, d_inf=4.3e-05, gap=nan, nnz=33256(0.067), time=1.7e+04
iter=98365, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0004, d_inf=3.7e-05, gap=nan, nnz=33279(0.067), time=1.7e+04
iter=98370, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0004, d_inf=3.2e-05, gap=nan, nnz=33271(0.067), time=1.7e+04
iter=98375, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0004, d_inf=3.9e-05, gap=nan, nnz=33261(0.067), time=1.7e+04
iter=98380, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0004, d_inf=3.2e-05, gap=nan, nnz=33271(0.067), time=1.7e+04
iter=98385, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0004, d_inf=3.2e-05, gap=nan, nnz=33262(0.067), time=1.7e+04
iter=98390, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0004, d_inf=3.1e-05, gap=nan, nnz=33291(0.067), time=1.7e+04
iter=98395, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0004, d_inf=2.5e-05, gap=nan, nnz=33306(0.067), time=1.7e+04
iter=98400, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0004, d_inf=3.3e-05, gap=nan, nnz=33319(0.067), time=1.7e+04
iter=98405, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0004, d_inf=3.3e-05, gap=nan, nnz=33350(0.068), time=1.7e+04
iter=98410, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00039, d_inf=2.8e-05, gap=nan, nnz=33361(0.068), time=1.7e+04
iter=98415, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00039, d_inf=2.5e-05, gap=nan, nnz=33397(0.068), time=1.7e+04
iter=98420, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00039, d_inf=3.6e-05, gap=nan, nnz=33406(0.068), time=1.7e+04
iter=98425, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00039, d_inf=3e-05, gap=nan, nnz=33412(0.068), time=1.7e+04
iter=98430, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00039, d_inf=1.8e-05, gap=nan, nnz=33426(0.068), time=1.7e+04
iter=98435, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00039, d_inf=1.9e-05, gap=nan, nnz=33451(0.068), time=1.7e+04
iter=98440, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00039, d_inf=2e-05, gap=nan, nnz=33481(0.068), time=1.7e+04
iter=98445, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00039, d_inf=2e-05, gap=nan, nnz=33485(0.068), time=1.7e+04
iter=98450, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00039, d_inf=2e-05, gap=nan, nnz=33496(0.068), time=1.7e+04
iter=98455, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00039, d_inf=1.6e-05, gap=nan, nnz=33482(0.068), time=1.7e+04
iter=98460, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00039, d_inf=1.9e-05, gap=nan, nnz=33483(0.068), time=1.7e+04
iter=98465, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00039, d_inf=2.4e-05, gap=nan, nnz=33441(0.068), time=1.7e+04
iter=98470, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0004, d_inf=2.1e-05, gap=nan, nnz=33404(0.068), time=1.7e+04
iter=98475, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0004, d_inf=2.6e-05, gap=nan, nnz=33381(0.068), time=1.7e+04
iter=98480, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00039, d_inf=3.3e-05, gap=nan, nnz=33335(0.067), time=1.7e+04
iter=98485, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00039, d_inf=3.6e-05, gap=nan, nnz=33317(0.067), time=1.7e+04
iter=98490, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00039, d_inf=3.1e-05, gap=nan, nnz=33251(0.067), time=1.7e+04
iter=98495, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00039, d_inf=2.7e-05, gap=nan, nnz=33217(0.067), time=1.7e+04
iter=98500, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00039, d_inf=3.5e-05, gap=nan, nnz=33182(0.067), time=1.7e+04
iter=98505, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00039, d_inf=3.3e-05, gap=nan, nnz=33201(0.067), time=1.7e+04
iter=98510, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00039, d_inf=3e-05, gap=nan, nnz=33205(0.067), time=1.7e+04
iter=98515, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00039, d_inf=2.9e-05, gap=nan, nnz=33198(0.067), time=1.7e+04
iter=98520, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00039, d_inf=4e-05, gap=nan, nnz=33236(0.067), time=1.7e+04
iter=98525, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00039, d_inf=2.5e-05, gap=nan, nnz=33212(0.067), time=1.7e+04
iter=98530, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00039, d_inf=3.4e-05, gap=nan, nnz=33237(0.067), time=1.7e+04
iter=98535, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00039, d_inf=3.6e-05, gap=nan, nnz=33275(0.067), time=1.7e+04
iter=98540, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00039, d_inf=5.4e-05, gap=nan, nnz=33262(0.067), time=1.7e+04
iter=98545, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00039, d_inf=3.2e-05, gap=nan, nnz=33290(0.067), time=1.7e+04
iter=98550, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00039, d_inf=2.5e-05, gap=nan, nnz=33326(0.067), time=1.7e+04
iter=98555, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00039, d_inf=3.4e-05, gap=nan, nnz=33332(0.067), time=1.7e+04
iter=98560, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00039, d_inf=4e-05, gap=nan, nnz=33358(0.067), time=1.7e+04
iter=98565, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00039, d_inf=3.8e-05, gap=nan, nnz=33414(0.068), time=1.7e+04
iter=98570, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00039, d_inf=3e-05, gap=nan, nnz=33396(0.068), time=1.7e+04
iter=98575, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00038, d_inf=3.9e-05, gap=nan, nnz=33415(0.068), time=1.7e+04
iter=98580, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00038, d_inf=2.1e-05, gap=nan, nnz=33428(0.068), time=1.7e+04
iter=98585, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00039, d_inf=2.1e-05, gap=nan, nnz=33466(0.068), time=1.7e+04
iter=98590, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00039, d_inf=1.7e-05, gap=nan, nnz=33494(0.068), time=1.7e+04
iter=98595, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00039, d_inf=2e-05, gap=nan, nnz=33506(0.068), time=1.7e+04
iter=98600, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00039, d_inf=1.1e-05, gap=nan, nnz=33533(0.068), time=1.7e+04
iter=98605, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00039, d_inf=8.8e-06, gap=nan, nnz=33527(0.068), time=1.7e+04
iter=98610, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00039, d_inf=1.1e-05, gap=nan, nnz=33534(0.068), time=1.7e+04
iter=98615, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00039, d_inf=1.2e-05, gap=nan, nnz=33504(0.068), time=1.7e+04
iter=98620, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00039, d_inf=1.6e-05, gap=nan, nnz=33479(0.068), time=1.7e+04
iter=98625, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00039, d_inf=1.4e-05, gap=nan, nnz=33450(0.068), time=1.7e+04
iter=98630, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00039, d_inf=2.2e-05, gap=nan, nnz=33421(0.068), time=1.7e+04
iter=98635, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00039, d_inf=2.2e-05, gap=nan, nnz=33387(0.067), time=1.7e+04
iter=98640, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00039, d_inf=2.8e-05, gap=nan, nnz=33352(0.067), time=1.7e+04
iter=98645, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00039, d_inf=2.8e-05, gap=nan, nnz=33373(0.067), time=1.7e+04
iter=98650, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00039, d_inf=2.7e-05, gap=nan, nnz=33316(0.067), time=1.7e+04
iter=98655, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00039, d_inf=3.6e-05, gap=nan, nnz=33325(0.067), time=1.7e+04
iter=98660, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00039, d_inf=3.3e-05, gap=nan, nnz=33318(0.067), time=1.7e+04
iter=98665, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00039, d_inf=4.1e-05, gap=nan, nnz=33284(0.067), time=1.7e+04
iter=98670, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00039, d_inf=3.7e-05, gap=nan, nnz=33235(0.067), time=1.7e+04
iter=98675, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00039, d_inf=4.5e-05, gap=nan, nnz=33267(0.067), time=1.7e+04
iter=98680, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00039, d_inf=4.4e-05, gap=nan, nnz=33287(0.067), time=1.7e+04
